info, 1, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,4,22,mixin,single,-1,--, 193.639056,0.0,190.412,188.873,55.11464,53.955184,0
data,4,22,mixin,total,-1,--, 193.639056,0.0,190.412,188.873,55.11464,53.955184,0
data,4,23,cleanup,single,-1,--, 42.484565,0.0,41.621,41.167,6.480856,5.39448,0
data,4,23,cleanup,total,-1,--, 42.484565,0.0,41.621,41.167,6.480856,5.39448,0
data,4,24,delambdafy,single,-1,--, 142.433183,0.0,138.822,137.355,23.076352,26.972368,0
data,4,24,delambdafy,total,-1,--, 142.433183,0.0,138.822,137.355,23.076352,26.972368,0
GC,163802, 163826
GC,164754, 164784
data,4,25,jvm,single,-1,--, 1752.709559,0.0,1663.022,1455.885,505.893856,-8.734528,53
data,4,25,jvm,total,-1,--, 1752.709559,0.0,1663.022,1455.885,505.893856,-8.734528,53
data,4,26,xsbt-analyzer,single,-1,--, 28.094016,0.0,27.146,21.036,4.234808,5.425328,0
data,4,26,xsbt-analyzer,total,-1,--, 28.094016,0.0,27.146,21.036,4.234808,5.425328,0
info, 5, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,5,0,<init phase>,single,-1,--, 10.588747,0.0,10.587,7.998,4.869176,5.004192,0
data,5,0,<init phase>,total,-1,--, 10.588747,0.0,10.587,7.998,4.869176,5.004192,0
data,5,1,parser,single,-1,--, 179.555992,0.0,177.913,177.149,44.51396,44.815048,0
data,5,1,parser,total,-1,--, 179.555992,0.0,177.913,177.149,44.51396,44.815048,0
data,5,2,namer,single,-1,--, 13.809146,0.0,13.502,13.416,3.745952,3.447384,0
data,5,2,namer,total,-1,--, 13.809146,0.0,13.502,13.416,3.745952,3.447384,0
data,5,3,packageobjects,single,-1,--, 1.416299,0.0,1.418,1.402,0.336096,0.689456,0
data,5,3,packageobjects,total,-1,--, 1.416299,0.0,1.418,1.402,0.336096,0.689456,0
GC,181874, 181898
GC,183332, 183358
data,5,4,typer,single,-1,--, 3446.83492,0.0,3345.963,3317.52,677.838184,185.203504,50
data,5,4,typer,total,-1,--, 3446.83492,0.0,3345.963,3317.52,677.838184,185.203504,50
GC,184615, 184632
data,5,5,patmat,single,-1,--, 698.755858,0.0,674.69,668.01,135.199432,-119.876488,18
data,5,5,patmat,total,-1,--, 698.755858,0.0,674.69,668.01,135.199432,-119.876488,18
data,5,6,superaccessors,single,-1,--, 56.226407,0.0,56.114,56.035,24.077144,24.370104,0
data,5,6,superaccessors,total,-1,--, 56.226407,0.0,56.114,56.035,24.077144,24.370104,0
data,5,7,extmethods,single,-1,--, 18.204598,0.0,18.211,18.203,5.234944,4.06164,0
data,5,7,extmethods,total,-1,--, 18.204598,0.0,18.211,18.203,5.234944,4.06164,0
data,5,8,pickler,single,-1,--, 85.037895,0.0,84.941,84.658,23.90564,24.370984,0
data,5,8,pickler,total,-1,--, 85.037895,0.0,84.941,84.658,23.90564,24.370984,0
GC,185534, 185547
data,5,9,xsbt-api,single,-1,--, 748.151893,0.0,731.532,727.646,322.903808,61.68108,13
data,5,9,xsbt-api,total,-1,--, 748.151893,0.0,731.532,727.646,322.903808,61.68108,13
GC,186152, 186163
data,5,10,xsbt-dependency,single,-1,--, 149.379305,0.0,138.297,138.042,82.817624,-183.778984,11
data,5,10,xsbt-dependency,total,-1,--, 149.379305,0.0,138.297,138.042,82.817624,-183.778984,11
data,5,11,refchecks,single,-1,--, 370.147429,0.0,365.786,363.959,74.423024,74.215408,0
data,5,11,refchecks,total,-1,--, 370.147429,0.0,365.786,363.959,74.423024,74.215408,0
data,5,12,uncurry,single,-1,--, 295.399889,0.0,292.495,291.023,62.929584,64.311344,0
data,5,12,uncurry,total,-1,--, 295.399889,0.0,292.495,291.023,62.929584,64.311344,0
data,5,13,fields,single,-1,--, 135.796378,0.0,134.245,133.51,30.253856,29.681952,0
data,5,13,fields,total,-1,--, 135.796378,0.0,134.245,133.51,30.253856,29.681952,0
data,5,14,tailcalls,single,-1,--, 79.863932,0.0,79.292,78.972,14.6846,14.840936,0
data,5,14,tailcalls,total,-1,--, 79.863932,0.0,79.292,78.972,14.6846,14.840936,0
GC,187361, 187381
data,5,15,specialize,single,-1,--, 357.63616,0.0,331.375,327.33,101.614224,-155.974656,19
data,5,15,specialize,total,-1,--, 357.63616,0.0,331.375,327.33,101.614224,-155.974656,19
data,5,16,explicitouter,single,-1,--, 104.651939,0.0,103.774,103.295,32.872336,30.940072,0
data,5,16,explicitouter,total,-1,--, 104.651939,0.0,103.774,103.295,32.872336,30.940072,0
data,5,17,erasure,single,-1,--, 950.476118,0.0,941.448,937.489,206.093856,206.277896,0
data,5,17,erasure,total,-1,--, 950.476118,0.0,941.448,937.489,206.093856,206.277896,0
data,5,18,posterasure,single,-1,--, 82.114489,0.0,81.418,81.146,17.458568,15.470072,0
data,5,18,posterasure,total,-1,--, 82.114489,0.0,81.418,81.146,17.458568,15.470072,0
GC,188591, 188611
